pind,arm,delta,correct
855,BWA-std,-3,0.4
855,NW-flex,-3,1.0
855,BWA-no-clip,-2,0.9
855,BWA-std,-2,0.6
855,NW-flex,-2,1.0
855,BWA-no-clip,-1,0.9
855,BWA-std,-1,0.7
855,NW-flex,-1,1.0
855,BWA-no-clip,0,1.0
855,BWA-std,0,1.0
855,NW-flex,0,1.0
855,BWA-no-clip,1,1.0
855,BWA-std,1,0.7
855,NW-flex,1,1.0
855,BWA-no-clip,2,1.0
855,BWA-std,2,0.5
855,NW-flex,2,1.0
855,BWA-no-clip,3,1.0
855,BWA-std,3,0.3
855,NW-flex,3,1.0
855,BWA-no-clip,4,1.0
855,BWA-std,4,0.1
855,NW-flex,4,1.0
855,BWA-no-clip,5,1.0
855,BWA-std,5,0.0
855,NW-flex,5,1.0
856,BWA-no-clip,-5,0.7
856,BWA-std,-5,0.1
856,NW-flex,-5,1.0
856,BWA-no-clip,-4,0.7
856,BWA-std,-4,0.2
856,NW-flex,-4,1.0
856,BWA-no-clip,-3,0.8
856,BWA-std,-3,0.4
856,NW-flex,-3,1.0
856,BWA-no-clip,-2,0.9
856,BWA-std,-2,0.6
856,NW-flex,-2,1.0
856,BWA-no-clip,-1,0.9
856,BWA-std,-1,0.7
856,NW-flex,-1,1.0
856,BWA-no-clip,0,1.0
856,BWA-std,0,1.0
856,NW-flex,0,1.0
856,BWA-no-clip,1,1.0
856,BWA-std,1,0.7
856,NW-flex,1,1.0
856,BWA-no-clip,2,1.0
856,BWA-std,2,0.5
856,NW-flex,2,1.0
856,BWA-no-clip,3,1.0
856,BWA-std,3,0.3
856,NW-flex,3,1.0
856,BWA-no-clip,4,1.0
856,BWA-std,4,0.1
856,NW-flex,4,1.0
856,BWA-no-clip,5,1.0
856,BWA-std,5,0.0
856,NW-flex,5,1.0
857,BWA-no-clip,-5,0.6
857,BWA-std,-5,0.1
857,NW-flex,-5,1.0
857,BWA-no-clip,-4,0.7
857,BWA-std,-4,0.2
857,NW-flex,-4,1.0
857,BWA-no-clip,-3,0.8
857,BWA-std,-3,0.4
857,NW-flex,-3,1.0
857,BWA-no-clip,-2,0.9
857,BWA-std,-2,0.6
857,NW-flex,-2,1.0
857,BWA-no-clip,-1,0.9
857,BWA-std,-1,0.7
857,NW-flex,-1,1.0
857,BWA-no-clip,0,1.0
857,BWA-std,0,1.0
857,NW-flex,0,1.0
857,BWA-no-clip,1,1.0
857,BWA-std,1,0.7
857,NW-flex,1,1.0
857,BWA-no-clip,2,1.0
857,BWA-std,2,0.5
857,NW-flex,2,1.0
857,BWA-no-clip,3,1.0
857,BWA-std,3,0.3
857,NW-flex,3,1.0
857,BWA-no-clip,4,1.0
857,BWA-std,4,0.1
857,NW-flex,4,1.0
857,BWA-no-clip,5,1.0
857,BWA-std,5,0.0
857,NW-flex,5,1.0
858,BWA-no-clip,-5,0.6
858,BWA-std,-5,0.1
858,NW-flex,-5,1.0
858,BWA-no-clip,-4,0.7
858,BWA-std,-4,0.2
858,NW-flex,-4,1.0
858,BWA-no-clip,-3,0.7
858,BWA-std,-3,0.4
858,NW-flex,-3,1.0
858,BWA-no-clip,-2,0.8
858,BWA-std,-2,0.6
858,NW-flex,-2,1.0
858,BWA-no-clip,-1,0.9
858,BWA-std,-1,0.7
858,NW-flex,-1,1.0
858,BWA-no-clip,0,1.0
858,BWA-std,0,1.0
858,NW-flex,0,1.0
858,BWA-no-clip,1,1.0
858,BWA-std,1,0.7
858,NW-flex,1,1.0
858,BWA-no-clip,2,1.0
858,BWA-std,2,0.5
858,NW-flex,2,1.0
858,BWA-no-clip,3,1.0
858,BWA-std,3,0.3
858,NW-flex,3,1.0
858,BWA-no-clip,4,1.0
858,BWA-std,4,0.1
858,NW-flex,4,1.0
858,BWA-no-clip,5,1.0
858,BWA-std,5,0.0
858,NW-flex,5,1.0
859,BWA-no-clip,-5,0.4
859,BWA-std,-5,0.1
859,NW-flex,-5,1.0
859,BWA-no-clip,-4,0.7
859,BWA-std,-4,0.2
859,NW-flex,-4,1.0
859,BWA-no-clip,-3,0.8
859,BWA-std,-3,0.4
859,NW-flex,-3,1.0
859,BWA-no-clip,-2,0.9
859,BWA-std,-2,0.6
859,NW-flex,-2,1.0
859,BWA-no-clip,-1,0.9
859,BWA-std,-1,0.7
859,NW-flex,-1,1.0
859,BWA-no-clip,0,1.0
859,BWA-std,0,1.0
859,NW-flex,0,1.0
859,BWA-no-clip,1,1.0
859,BWA-std,1,0.7
859,NW-flex,1,1.0
859,BWA-no-clip,2,1.0
859,BWA-std,2,0.5
859,NW-flex,2,1.0
859,BWA-no-clip,3,1.0
859,BWA-std,3,0.3
859,NW-flex,3,1.0
859,BWA-no-clip,4,1.0
859,BWA-std,4,0.1
859,NW-flex,4,1.0
859,BWA-no-clip,5,1.0
859,BWA-std,5,0.0
859,NW-flex,5,1.0
860,BWA-no-clip,-5,0.2
860,BWA-std,-5,0.1
860,NW-flex,-5,1.0
860,BWA-no-clip,-4,0.3
860,BWA-std,-4,0.2
860,NW-flex,-4,1.0
860,BWA-no-clip,-3,0.4
860,BWA-std,-3,0.4
860,NW-flex,-3,1.0
860,BWA-no-clip,-2,0.8
860,BWA-std,-2,0.5
860,NW-flex,-2,1.0
860,BWA-no-clip,-1,0.8
860,BWA-std,-1,0.7
860,NW-flex,-1,1.0
860,BWA-no-clip,0,1.0
860,BWA-std,0,1.0
860,NW-flex,0,1.0
860,BWA-no-clip,1,1.0
860,BWA-std,1,0.7
860,NW-flex,1,1.0
860,BWA-no-clip,2,1.0
860,BWA-std,2,0.5
860,NW-flex,2,1.0
860,BWA-no-clip,3,0.9
860,BWA-std,3,0.3
860,NW-flex,3,1.0
860,BWA-no-clip,4,0.6
860,BWA-std,4,0.1
860,NW-flex,4,1.0
860,BWA-no-clip,5,0.7
860,BWA-std,5,0.0
860,NW-flex,5,1.0
861,BWA-no-clip,-5,0.6
861,BWA-std,-5,0.1
861,NW-flex,-5,1.0
861,BWA-no-clip,-4,0.7
861,BWA-std,-4,0.2
861,NW-flex,-4,1.0
861,BWA-no-clip,-3,0.7
861,BWA-std,-3,0.4
861,NW-flex,-3,1.0
861,BWA-no-clip,-2,0.9
861,BWA-std,-2,0.6
861,NW-flex,-2,1.0
861,BWA-no-clip,-1,0.9
861,BWA-std,-1,0.7
861,NW-flex,-1,1.0
861,BWA-no-clip,0,1.0
861,BWA-std,0,1.0
861,NW-flex,0,1.0
861,BWA-no-clip,1,1.0
861,BWA-std,1,0.7
861,NW-flex,1,1.0
861,BWA-no-clip,2,1.0
861,BWA-std,2,0.5
861,NW-flex,2,1.0
861,BWA-no-clip,3,1.0
861,BWA-std,3,0.3
861,NW-flex,3,1.0
861,BWA-no-clip,4,1.0
861,BWA-std,4,0.1
861,NW-flex,4,1.0
861,BWA-no-clip,5,1.0
861,BWA-std,5,0.0
861,NW-flex,5,1.0
862,BWA-no-clip,-5,0.6
862,BWA-std,-5,0.1
862,NW-flex,-5,1.0
862,BWA-no-clip,-4,0.7
862,BWA-std,-4,0.2
862,NW-flex,-4,1.0
862,BWA-no-clip,-3,0.7
862,BWA-std,-3,0.4
862,NW-flex,-3,1.0
862,BWA-no-clip,-2,0.8
862,BWA-std,-2,0.6
862,NW-flex,-2,1.0
862,BWA-no-clip,-1,0.9
862,BWA-std,-1,0.7
862,NW-flex,-1,1.0
862,BWA-no-clip,0,1.0
862,BWA-std,0,1.0
862,NW-flex,0,1.0
862,BWA-no-clip,1,1.0
862,BWA-std,1,0.7
862,NW-flex,1,1.0
862,BWA-no-clip,2,1.0
862,BWA-std,2,0.5
862,NW-flex,2,1.0
862,BWA-no-clip,3,1.0
862,BWA-std,3,0.3
862,NW-flex,3,1.0
862,BWA-no-clip,4,1.0
862,BWA-std,4,0.1
862,NW-flex,4,1.0
862,BWA-no-clip,5,1.0
862,BWA-std,5,0.0
862,NW-flex,5,1.0
863,BWA-no-clip,-5,0.4
863,BWA-std,-5,0.1
863,NW-flex,-5,1.0
863,BWA-no-clip,-4,0.4
863,BWA-std,-4,0.2
863,NW-flex,-4,1.0
863,BWA-no-clip,-3,0.6
863,BWA-std,-3,0.3
863,NW-flex,-3,1.0
863,BWA-no-clip,-2,0.7
863,BWA-std,-2,0.5
863,NW-flex,-2,1.0
863,BWA-no-clip,-1,0.8
863,BWA-std,-1,0.7
863,NW-flex,-1,1.0
863,BWA-no-clip,0,1.0
863,BWA-std,0,1.0
863,NW-flex,0,1.0
863,BWA-no-clip,1,1.0
863,BWA-std,1,0.7
863,NW-flex,1,1.0
863,BWA-no-clip,2,1.0
863,BWA-std,2,0.5
863,NW-flex,2,1.0
863,BWA-no-clip,3,0.9
863,BWA-std,3,0.3
863,NW-flex,3,1.0
863,BWA-no-clip,4,0.9
863,BWA-std,4,0.1
863,NW-flex,4,1.0
863,BWA-no-clip,5,0.9
863,BWA-std,5,0.0
863,NW-flex,5,1.0
864,BWA-no-clip,-5,0.4
864,BWA-std,-5,0.1
864,NW-flex,-5,1.0
864,BWA-no-clip,-4,0.6
864,BWA-std,-4,0.2
864,NW-flex,-4,1.0
864,BWA-no-clip,-3,0.6
864,BWA-std,-3,0.3
864,NW-flex,-3,1.0
864,BWA-no-clip,-2,0.7
864,BWA-std,-2,0.5
864,NW-flex,-2,1.0
864,BWA-no-clip,-1,0.8
864,BWA-std,-1,0.7
864,NW-flex,-1,1.0
864,BWA-no-clip,0,1.0
864,BWA-std,0,1.0
864,NW-flex,0,1.0
864,BWA-no-clip,1,0.9
864,BWA-std,1,0.7
864,NW-flex,1,1.0
864,BWA-no-clip,2,0.9
864,BWA-std,2,0.5
864,NW-flex,2,1.0
864,BWA-no-clip,3,0.9
864,BWA-std,3,0.3
864,NW-flex,3,1.0
864,BWA-no-clip,4,0.9
864,BWA-std,4,0.1
864,NW-flex,4,1.0
864,BWA-no-clip,5,0.9
864,BWA-std,5,0.0
864,NW-flex,5,1.0
865,BWA-no-clip,-5,0.4
865,BWA-std,-5,0.1
865,NW-flex,-5,1.0
865,BWA-no-clip,-4,0.5
865,BWA-std,-4,0.2
865,NW-flex,-4,1.0
865,BWA-no-clip,-3,0.5
865,BWA-std,-3,0.4
865,NW-flex,-3,1.0
865,BWA-no-clip,-2,0.8
865,BWA-std,-2,0.5
865,NW-flex,-2,1.0
865,BWA-no-clip,-1,0.8
865,BWA-std,-1,0.7
865,NW-flex,-1,1.0
865,BWA-no-clip,0,1.0
865,BWA-std,0,1.0
865,NW-flex,0,1.0
865,BWA-no-clip,1,0.9
865,BWA-std,1,0.7
865,NW-flex,1,1.0
865,BWA-no-clip,2,0.9
865,BWA-std,2,0.5
865,NW-flex,2,1.0
865,BWA-no-clip,3,0.9
865,BWA-std,3,0.3
865,NW-flex,3,1.0
865,BWA-no-clip,4,0.9
865,BWA-std,4,0.1
865,NW-flex,4,1.0
865,BWA-no-clip,5,0.9
865,BWA-std,5,0.0
865,NW-flex,5,1.0
866,BWA-no-clip,-5,0.6
866,BWA-std,-5,0.1
866,NW-flex,-5,1.0
866,BWA-no-clip,-4,0.7
866,BWA-std,-4,0.2
866,NW-flex,-4,1.0
866,BWA-no-clip,-3,0.7
866,BWA-std,-3,0.4
866,NW-flex,-3,1.0
866,BWA-no-clip,-2,0.7333333333333333
866,BWA-std,-2,0.5
866,NW-flex,-2,1.0
866,BWA-no-clip,-1,0.7
866,BWA-std,-1,0.7
866,NW-flex,-1,1.0
866,BWA-no-clip,0,1.0
866,BWA-std,0,1.0
866,NW-flex,0,1.0
866,BWA-no-clip,1,0.8
866,BWA-std,1,0.7
866,NW-flex,1,1.0
866,BWA-no-clip,2,0.8
866,BWA-std,2,0.5
866,NW-flex,2,1.0
866,BWA-no-clip,3,0.8
866,BWA-std,3,0.3
866,NW-flex,3,1.0
866,BWA-no-clip,4,0.8
866,BWA-std,4,0.1
866,NW-flex,4,1.0
866,BWA-no-clip,5,0.8
866,BWA-std,5,0.0
866,NW-flex,5,1.0
867,BWA-no-clip,-5,0.7
867,BWA-std,-5,0.1
867,NW-flex,-5,1.0
867,BWA-no-clip,-4,0.7
867,BWA-std,-4,0.2
867,NW-flex,-4,1.0
867,BWA-no-clip,-3,0.8
867,BWA-std,-3,0.4
867,NW-flex,-3,1.0
867,BWA-no-clip,-2,0.8
867,BWA-std,-2,0.6
867,NW-flex,-2,1.0
867,BWA-no-clip,-1,0.9
867,BWA-std,-1,0.7
867,NW-flex,-1,1.0
867,BWA-no-clip,0,1.0
867,BWA-std,0,1.0
867,NW-flex,0,1.0
867,BWA-no-clip,1,1.0
867,BWA-std,1,0.7
867,NW-flex,1,1.0
867,BWA-no-clip,2,1.0
867,BWA-std,2,0.5
867,NW-flex,2,1.0
867,BWA-no-clip,3,1.0
867,BWA-std,3,0.3
867,NW-flex,3,1.0
867,BWA-no-clip,4,1.0
867,BWA-std,4,0.1
867,NW-flex,4,1.0
867,BWA-no-clip,5,1.0
867,BWA-std,5,0.0
867,NW-flex,5,1.0
868,BWA-no-clip,-5,0.5
868,BWA-std,-5,0.1
868,NW-flex,-5,1.0
868,BWA-no-clip,-4,0.7
868,BWA-std,-4,0.2
868,NW-flex,-4,1.0
868,BWA-no-clip,-3,0.8
868,BWA-std,-3,0.4
868,NW-flex,-3,1.0
868,BWA-no-clip,-2,0.9
868,BWA-std,-2,0.6
868,NW-flex,-2,1.0
868,BWA-no-clip,-1,0.9
868,BWA-std,-1,0.7
868,NW-flex,-1,1.0
868,BWA-no-clip,0,1.0
868,BWA-std,0,1.0
868,NW-flex,0,1.0
868,BWA-no-clip,1,1.0
868,BWA-std,1,0.7
868,NW-flex,1,1.0
868,BWA-no-clip,2,1.0
868,BWA-std,2,0.5
868,NW-flex,2,1.0
868,BWA-no-clip,3,1.0
868,BWA-std,3,0.3
868,NW-flex,3,1.0
868,BWA-no-clip,4,1.0
868,BWA-std,4,0.1
868,NW-flex,4,1.0
868,BWA-no-clip,5,1.0
868,BWA-std,5,0.0
868,NW-flex,5,1.0
869,BWA-no-clip,-5,0.5
869,BWA-std,-5,0.1
869,NW-flex,-5,1.0
869,BWA-no-clip,-4,0.7
869,BWA-std,-4,0.2
869,NW-flex,-4,1.0
869,BWA-no-clip,-3,0.8
869,BWA-std,-3,0.4
869,NW-flex,-3,1.0
869,BWA-no-clip,-2,0.9
869,BWA-std,-2,0.6
869,NW-flex,-2,1.0
869,BWA-no-clip,-1,0.9
869,BWA-std,-1,0.7
869,NW-flex,-1,1.0
869,BWA-no-clip,0,1.0
869,BWA-std,0,1.0
869,NW-flex,0,1.0
869,BWA-no-clip,1,1.0
869,BWA-std,1,0.7
869,NW-flex,1,1.0
869,BWA-no-clip,2,1.0
869,BWA-std,2,0.5
869,NW-flex,2,1.0
869,BWA-no-clip,3,1.0
869,BWA-std,3,0.3
869,NW-flex,3,1.0
869,BWA-no-clip,4,1.0
869,BWA-std,4,0.1
869,NW-flex,4,1.0
869,BWA-no-clip,5,1.0
869,BWA-std,5,0.0
869,NW-flex,5,1.0
870,BWA-no-clip,-5,0.3
870,BWA-std,-5,0.1
870,NW-flex,-5,1.0
870,BWA-no-clip,-4,0.4
870,BWA-std,-4,0.2
870,NW-flex,-4,1.0
870,BWA-no-clip,-3,0.8
870,BWA-std,-3,0.4
870,NW-flex,-3,1.0
870,BWA-no-clip,-2,0.9
870,BWA-std,-2,0.6
870,NW-flex,-2,1.0
870,BWA-no-clip,-1,0.9
870,BWA-std,-1,0.7
870,NW-flex,-1,1.0
870,BWA-no-clip,0,1.0
870,BWA-std,0,1.0
870,NW-flex,0,1.0
870,BWA-no-clip,1,1.0
870,BWA-std,1,0.7
870,NW-flex,1,1.0
870,BWA-no-clip,2,1.0
870,BWA-std,2,0.5
870,NW-flex,2,1.0
870,BWA-no-clip,3,1.0
870,BWA-std,3,0.3
870,NW-flex,3,1.0
870,BWA-no-clip,4,1.0
870,BWA-std,4,0.1
870,NW-flex,4,1.0
870,BWA-no-clip,5,1.0
870,BWA-std,5,0.0
870,NW-flex,5,1.0
871,BWA-no-clip,-5,0.7
871,BWA-std,-5,0.1
871,NW-flex,-5,1.0
871,BWA-no-clip,-4,0.8
871,BWA-std,-4,0.2
871,NW-flex,-4,1.0
871,BWA-no-clip,-3,0.8
871,BWA-std,-3,0.4
871,NW-flex,-3,1.0
871,BWA-no-clip,-2,0.9
871,BWA-std,-2,0.6
871,NW-flex,-2,1.0
871,BWA-no-clip,-1,0.9
871,BWA-std,-1,0.7
871,NW-flex,-1,1.0
871,BWA-no-clip,0,1.0
871,BWA-std,0,1.0
871,NW-flex,0,1.0
871,BWA-no-clip,1,1.0
871,BWA-std,1,0.7
871,NW-flex,1,1.0
871,BWA-no-clip,2,1.0
871,BWA-std,2,0.5
871,NW-flex,2,1.0
871,BWA-no-clip,3,1.0
871,BWA-std,3,0.3
871,NW-flex,3,1.0
871,BWA-no-clip,4,1.0
871,BWA-std,4,0.1
871,NW-flex,4,1.0
871,BWA-no-clip,5,1.0
871,BWA-std,5,0.0
871,NW-flex,5,1.0
872,BWA-no-clip,-5,0.6
872,BWA-std,-5,0.1
872,NW-flex,-5,1.0
872,BWA-no-clip,-4,0.8
872,BWA-std,-4,0.2
872,NW-flex,-4,1.0
872,BWA-no-clip,-3,0.8
872,BWA-std,-3,0.4
872,NW-flex,-3,1.0
872,BWA-no-clip,-2,0.9
872,BWA-std,-2,0.6
872,NW-flex,-2,1.0
872,BWA-no-clip,-1,0.9
872,BWA-std,-1,0.7
872,NW-flex,-1,1.0
872,BWA-no-clip,0,1.0
872,BWA-std,0,1.0
872,NW-flex,0,1.0
872,BWA-no-clip,1,1.0
872,BWA-std,1,0.7
872,NW-flex,1,1.0
872,BWA-no-clip,2,1.0
872,BWA-std,2,0.5
872,NW-flex,2,1.0
872,BWA-no-clip,3,1.0
872,BWA-std,3,0.3
872,NW-flex,3,1.0
872,BWA-no-clip,4,1.0
872,BWA-std,4,0.1
872,NW-flex,4,1.0
872,BWA-no-clip,5,1.0
872,BWA-std,5,0.0
872,NW-flex,5,1.0
873,BWA-no-clip,-5,0.6
873,BWA-std,-5,0.1
873,NW-flex,-5,1.0
873,BWA-no-clip,-4,0.8
873,BWA-std,-4,0.2
873,NW-flex,-4,1.0
873,BWA-no-clip,-3,0.8
873,BWA-std,-3,0.4
873,NW-flex,-3,1.0
873,BWA-no-clip,-2,0.9
873,BWA-std,-2,0.6
873,NW-flex,-2,1.0
873,BWA-no-clip,-1,0.9
873,BWA-std,-1,0.7
873,NW-flex,-1,1.0
873,BWA-no-clip,0,1.0
873,BWA-std,0,1.0
873,NW-flex,0,1.0
873,BWA-no-clip,1,1.0
873,BWA-std,1,0.7
873,NW-flex,1,1.0
873,BWA-no-clip,2,1.0
873,BWA-std,2,0.5
873,NW-flex,2,1.0
873,BWA-no-clip,3,1.0
873,BWA-std,3,0.3
873,NW-flex,3,1.0
873,BWA-no-clip,4,1.0
873,BWA-std,4,0.1
873,NW-flex,4,1.0
873,BWA-no-clip,5,1.0
873,BWA-std,5,0.0
873,NW-flex,5,1.0
874,BWA-no-clip,-5,0.6
874,BWA-std,-5,0.1
874,NW-flex,-5,1.0
874,BWA-no-clip,-4,0.6
874,BWA-std,-4,0.2
874,NW-flex,-4,1.0
874,BWA-no-clip,-3,0.7
874,BWA-std,-3,0.4
874,NW-flex,-3,1.0
874,BWA-no-clip,-2,0.7
874,BWA-std,-2,0.6
874,NW-flex,-2,1.0
874,BWA-no-clip,-1,0.9
874,BWA-std,-1,0.7
874,NW-flex,-1,1.0
874,BWA-no-clip,0,1.0
874,BWA-std,0,1.0
874,NW-flex,0,1.0
874,BWA-no-clip,1,1.0
874,BWA-std,1,0.7
874,NW-flex,1,1.0
874,BWA-no-clip,2,1.0
874,BWA-std,2,0.5
874,NW-flex,2,1.0
874,BWA-no-clip,3,1.0
874,BWA-std,3,0.3
874,NW-flex,3,1.0
874,BWA-no-clip,4,1.0
874,BWA-std,4,0.1
874,NW-flex,4,1.0
874,BWA-no-clip,5,1.0
874,BWA-std,5,0.0
874,NW-flex,5,1.0
875,BWA-no-clip,-5,0.6
875,BWA-std,-5,0.1
875,NW-flex,-5,1.0
875,BWA-no-clip,-4,0.7
875,BWA-std,-4,0.2
875,NW-flex,-4,1.0
875,BWA-no-clip,-3,0.7
875,BWA-std,-3,0.4
875,NW-flex,-3,1.0
875,BWA-no-clip,-2,0.8
875,BWA-std,-2,0.5
875,NW-flex,-2,1.0
875,BWA-no-clip,-1,0.8
875,BWA-std,-1,0.7
875,NW-flex,-1,1.0
875,BWA-no-clip,0,1.0
875,BWA-std,0,1.0
875,NW-flex,0,1.0
875,BWA-no-clip,1,1.0
875,BWA-std,1,0.7
875,NW-flex,1,1.0
875,BWA-no-clip,2,1.0
875,BWA-std,2,0.5
875,NW-flex,2,1.0
875,BWA-no-clip,3,1.0
875,BWA-std,3,0.3
875,NW-flex,3,1.0
875,BWA-no-clip,4,1.0
875,BWA-std,4,0.1
875,NW-flex,4,1.0
875,BWA-no-clip,5,1.0
875,BWA-std,5,0.0
875,NW-flex,5,1.0
876,BWA-no-clip,-5,0.5
876,BWA-std,-5,0.1
876,NW-flex,-5,1.0
876,BWA-no-clip,-4,0.8
876,BWA-std,-4,0.2
876,NW-flex,-4,1.0
876,BWA-no-clip,-3,0.8
876,BWA-std,-3,0.4
876,NW-flex,-3,1.0
876,BWA-no-clip,-2,0.9
876,BWA-std,-2,0.6
876,NW-flex,-2,1.0
876,BWA-no-clip,-1,0.9
876,BWA-std,-1,0.7
876,NW-flex,-1,1.0
876,BWA-no-clip,0,1.0
876,BWA-std,0,1.0
876,NW-flex,0,1.0
876,BWA-no-clip,1,1.0
876,BWA-std,1,0.7
876,NW-flex,1,1.0
876,BWA-no-clip,2,1.0
876,BWA-std,2,0.5
876,NW-flex,2,1.0
876,BWA-no-clip,3,1.0
876,BWA-std,3,0.3
876,NW-flex,3,1.0
876,BWA-no-clip,4,1.0
876,BWA-std,4,0.1
876,NW-flex,4,1.0
876,BWA-no-clip,5,1.0
876,BWA-std,5,0.0
876,NW-flex,5,1.0
877,BWA-no-clip,-5,0.6
877,BWA-std,-5,0.1
877,NW-flex,-5,1.0
877,BWA-no-clip,-4,0.7
877,BWA-std,-4,0.2
877,NW-flex,-4,1.0
877,BWA-no-clip,-3,0.8
877,BWA-std,-3,0.4
877,NW-flex,-3,1.0
877,BWA-no-clip,-2,0.9
877,BWA-std,-2,0.6
877,NW-flex,-2,1.0
877,BWA-no-clip,-1,0.9
877,BWA-std,-1,0.7
877,NW-flex,-1,1.0
877,BWA-no-clip,0,1.0
877,BWA-std,0,1.0
877,NW-flex,0,1.0
877,BWA-no-clip,1,1.0
877,BWA-std,1,0.7
877,NW-flex,1,1.0
877,BWA-no-clip,2,1.0
877,BWA-std,2,0.5
877,NW-flex,2,1.0
877,BWA-no-clip,3,1.0
877,BWA-std,3,0.3
877,NW-flex,3,1.0
877,BWA-no-clip,4,1.0
877,BWA-std,4,0.1
877,NW-flex,4,1.0
877,BWA-no-clip,5,1.0
877,BWA-std,5,0.0
877,NW-flex,5,1.0
878,BWA-no-clip,-5,0.6
878,BWA-std,-5,0.1
878,NW-flex,-5,1.0
878,BWA-no-clip,-4,0.7
878,BWA-std,-4,0.2
878,NW-flex,-4,1.0
878,BWA-no-clip,-3,0.7
878,BWA-std,-3,0.4
878,NW-flex,-3,1.0
878,BWA-no-clip,-2,0.7333333333333333
878,BWA-std,-2,0.5
878,NW-flex,-2,1.0
878,BWA-no-clip,-1,0.7
878,BWA-std,-1,0.7
878,NW-flex,-1,1.0
878,BWA-no-clip,0,1.0
878,BWA-std,0,1.0
878,NW-flex,0,1.0
878,BWA-no-clip,1,0.8
878,BWA-std,1,0.7
878,NW-flex,1,1.0
878,BWA-no-clip,2,0.8
878,BWA-std,2,0.5
878,NW-flex,2,1.0
878,BWA-no-clip,3,0.8
878,BWA-std,3,0.3
878,NW-flex,3,1.0
878,BWA-no-clip,4,0.8
878,BWA-std,4,0.1
878,NW-flex,4,1.0
878,BWA-no-clip,5,0.8
878,BWA-std,5,0.0
878,NW-flex,5,1.0
879,BWA-no-clip,-5,0.5
879,BWA-std,-5,0.1
879,NW-flex,-5,1.0
879,BWA-no-clip,-4,0.6
879,BWA-std,-4,0.2
879,NW-flex,-4,1.0
879,BWA-no-clip,-3,0.7
879,BWA-std,-3,0.4
879,NW-flex,-3,1.0
879,BWA-no-clip,-2,0.8
879,BWA-std,-2,0.5
879,NW-flex,-2,1.0
879,BWA-no-clip,-1,0.8
879,BWA-std,-1,0.7
879,NW-flex,-1,1.0
879,BWA-no-clip,0,1.0
879,BWA-std,0,1.0
879,NW-flex,0,1.0
879,BWA-no-clip,1,1.0
879,BWA-std,1,0.7
879,NW-flex,1,1.0
879,BWA-no-clip,2,1.0
879,BWA-std,2,0.5
879,NW-flex,2,1.0
879,BWA-no-clip,3,1.0
879,BWA-std,3,0.3
879,NW-flex,3,1.0
879,BWA-no-clip,4,1.0
879,BWA-std,4,0.1
879,NW-flex,4,1.0
879,BWA-no-clip,5,1.0
879,BWA-std,5,0.0
879,NW-flex,5,1.0
880,BWA-no-clip,-5,0.5
880,BWA-std,-5,0.1
880,NW-flex,-5,1.0
880,BWA-no-clip,-4,0.6
880,BWA-std,-4,0.2
880,NW-flex,-4,1.0
880,BWA-no-clip,-3,0.7
880,BWA-std,-3,0.4
880,NW-flex,-3,1.0
880,BWA-no-clip,-2,0.7333333333333333
880,BWA-std,-2,0.5
880,NW-flex,-2,1.0
880,BWA-no-clip,-1,0.7
880,BWA-std,-1,0.7
880,NW-flex,-1,1.0
880,BWA-no-clip,0,1.0
880,BWA-std,0,1.0
880,NW-flex,0,1.0
880,BWA-no-clip,1,0.8
880,BWA-std,1,0.7
880,NW-flex,1,1.0
880,BWA-no-clip,2,0.8
880,BWA-std,2,0.5
880,NW-flex,2,1.0
880,BWA-no-clip,3,0.8
880,BWA-std,3,0.3
880,NW-flex,3,1.0
880,BWA-no-clip,4,0.8
880,BWA-std,4,0.1
880,NW-flex,4,1.0
880,BWA-no-clip,5,0.8
880,BWA-std,5,0.0
880,NW-flex,5,1.0
881,BWA-no-clip,-5,0.5
881,BWA-std,-5,0.1
881,NW-flex,-5,1.0
881,BWA-no-clip,-4,0.6
881,BWA-std,-4,0.2
881,NW-flex,-4,1.0
881,BWA-no-clip,-3,0.7
881,BWA-std,-3,0.4
881,NW-flex,-3,1.0
881,BWA-no-clip,-2,0.7
881,BWA-std,-2,0.6
881,NW-flex,-2,1.0
881,BWA-no-clip,-1,0.9
881,BWA-std,-1,0.7
881,NW-flex,-1,1.0
881,BWA-no-clip,0,1.0
881,BWA-std,0,1.0
881,NW-flex,0,1.0
881,BWA-no-clip,1,1.0
881,BWA-std,1,0.7
881,NW-flex,1,1.0
881,BWA-no-clip,2,1.0
881,BWA-std,2,0.5
881,NW-flex,2,1.0
881,BWA-no-clip,3,1.0
881,BWA-std,3,0.3
881,NW-flex,3,1.0
881,BWA-no-clip,4,1.0
881,BWA-std,4,0.1
881,NW-flex,4,1.0
881,BWA-no-clip,5,1.0
881,BWA-std,5,0.0
881,NW-flex,5,1.0
882,BWA-no-clip,-5,0.4
882,BWA-std,-5,0.1
882,NW-flex,-5,1.0
882,BWA-no-clip,-4,0.8
882,BWA-std,-4,0.2
882,NW-flex,-4,1.0
882,BWA-no-clip,-3,0.8
882,BWA-std,-3,0.4
882,NW-flex,-3,1.0
882,BWA-no-clip,-2,0.9
882,BWA-std,-2,0.6
882,NW-flex,-2,1.0
882,BWA-no-clip,-1,0.9
882,BWA-std,-1,0.7
882,NW-flex,-1,1.0
882,BWA-no-clip,0,1.0
882,BWA-std,0,1.0
882,NW-flex,0,1.0
882,BWA-no-clip,1,1.0
882,BWA-std,1,0.7
